Date,Year,Month,Rain,Max_T.,Min_T.,Cloud,Releted Hum.,Sea Level P.,Wind
1997-06-04,1997,6,0.0,35.5,25.7,4.0,75.0,1006.9,1.3
1998-06-04,1998,6,2.0,35.0,25.5,4.0,81.0,1003.3,2.5
1999-06-04,1999,6,0.0,33.7,26.7,5.0,75.0,1002.7,2.0
2000-06-04,2000,6,0.0,35.1,28.7,6.0,75.0,1000.9,1.3
2001-06-04,2001,6,20.0,28.4,25.4,7.0,90.0,1004.0,3.9
2002-06-04,2002,6,0.0,33.8,25.4,7.0,83.0,1002.9,2.3
2003-06-04,2003,6,0.0,34.8,26.7,6.0,75.0,999.9,2.0
2004-06-04,2004,6,13.0,31.2,23.0,6.0,79.0,1005.2,2.3
2005-06-04,2005,6,1.0,34.0,24.5,7.0,71.0,1001.7,4.3
2006-06-04,2006,6,36.0,32.0,25.2,7.0,84.0,1000.4,0.0
2007-06-04,2007,6,1.0,32.8,22.0,5.0,80.0,1005.3,2.5
2008-06-04,2008,6,5.0,34.4,26.8,6.0,77.0,1004.9,2.5
2009-06-04,2009,6,9.0,34.3,23.7,5.0,73.0,998.8,2.0
2010-06-04,2010,6,21.0,32.7,23.7,7.0,87.0,1003.8,3.0
2011-06-04,2011,6,11.0,36.0,25.5,4.0,75.0,1002.1,2.3
2012-06-04,2012,6,0.0,35.5,29.5,7.0,76.0,997.6,5.4
2013-06-04,2013,6,0.0,35.5,28.4,3.0,72.0,1002.9,2.0
2014-06-04,2014,6,15.0,35.6,27.2,4.0,74.0,1002.0,2.0
2015-06-04,2015,6,0.0,36.2,27.7,3.0,65.0,1005.7,3.0
2016-06-04,2016,6,0.0,35.0,27.8,2.0,69.0,1005.6,3.0
2017-06-04,2017,6,0.0,34.2,28.6,7.0,77.0,1001.5,3.0
1988-06-05,1988,6,0.0,36.7,27.3,3.0,76.0,998.8,0.0
1989-06-05,1989,6,0.0,33.6,27.5,6.0,85.0,1003.0,4.0
1990-06-05,1990,6,0.0,31.5,27.0,8.0,87.0,1000.1,5.9
1991-06-05,1991,6,0.0,31.0,27.0,7.0,93.0,1006.9,2.0
1992-06-05,1992,6,0.0,35.0,27.7,2.0,72.0,1004.5,4.2
1993-06-05,1993,6,0.0,33.5,24.2,5.0,78.0,1002.2,4.5
1994-06-05,1994,6,4.0,31.5,24.5,7.0,86.0,1001.9,4.0
1995-06-05,1995,6,1.0,33.3,26.3,6.0,78.0,1000.0,3.8
1996-06-05,1996,6,16.0,32.0,21.5,4.0,84.0,1003.9,1.5
1997-06-05,1997,6,0.0,35.1,26.2,4.0,73.0,1004.5,2.0
1998-06-05,1998,6,1.0,35.7,29.2,5.0,80.0,1003.2,2.8
1999-06-05,1999,6,0.0,35.2,26.6,5.0,75.0,1001.3,1.0
2000-06-05,2000,6,0.0,34.6,26.6,6.0,71.0,1001.8,2.0
2001-06-05,2001,6,16.0,26.5,24.8,8.0,95.0,1002.2,3.3
2002-06-05,2002,6,30.0,32.7,22.0,5.0,77.0,1003.4,2.0
2003-06-05,2003,6,6.0,31.0,26.2,8.0,91.0,999.8,3.2
2004-06-05,2004,6,0.0,34.3,26.7,4.0,71.0,1004.9,2.6
2005-06-05,2005,6,1.0,35.7,25.6,6.0,80.0,1003.1,2.0
2006-06-05,2006,6,11.0,32.4,26.2,7.0,84.0,999.5,1.3
2007-06-05,2007,6,61.0,26.5,22.5,7.0,92.0,1003.4,3.0
2008-06-05,2008,6,22.0,30.5,23.0,6.0,78.0,1002.3,2.2
2009-06-05,2009,6,0.0,34.6,26.0,4.0,68.0,998.0,2.0
2010-06-05,2010,6,49.0,31.7,23.4,7.0,87.0,1000.5,3.0
2011-06-05,2011,6,0.0,35.5,28.3,3.0,73.0,1002.8,1.8
2012-06-05,2012,6,8.0,31.2,24.0,7.0,78.0,998.7,3.4
2013-06-05,2013,6,0.0,35.3,28.8,5.0,74.0,1002.8,3.5
2014-06-05,2014,6,0.0,36.4,27.8,4.0,71.0,1000.8,2.0
2015-06-05,2015,6,0.0,36.5,28.6,3.0,68.0,1004.0,2.0
2016-06-05,2016,6,0.0,34.6,28.0,4.0,73.0,1006.0,2.0
2017-06-05,2017,6,0.0,33.0,27.2,7.0,79.0,1002.1,3.0
1988-06-06,1988,6,0.0,36.8,28.6,5.0,73.0,998.5,2.0
1989-06-06,1989,6,47.0,34.2,22.1,6.0,82.0,1002.6,3.5
1990-06-06,1990,6,33.0,31.8,23.5,7.0,82.0,1001.8,5.4
1991-06-06,1991,6,11.0,30.2,24.4,7.0,90.0,1005.7,2.3
1992-06-06,1992,6,0.0,35.0,27.2,2.0,73.0,1003.6,4.1
1993-06-06,1993,6,0.0,33.8,28.0,6.0,79.0,1001.4,5.0
1994-06-06,1994,6,12.0,33.6,23.2,3.0,77.0,1001.3,2.0
1995-06-06,1995,6,0.0,33.6,28.1,7.0,85.0,999.1,3.0
1996-06-06,1996,6,0.0,33.6,26.7,5.0,79.0,1005.4,1.5
1997-06-06,1997,6,0.0,34.4,27.4,7.0,84.0,1003.2,1.5
1998-06-06,1998,6,0.0,35.5,29.4,5.0,79.0,1002.1,2.8
1999-06-06,1999,6,0.0,33.7,24.8,5.0,79.0,1000.9,2.0
2000-06-06,2000,6,1.0,32.0,25.5,7.0,81.0,1003.6,3.0
2001-06-06,2001,6,61.0,29.2,24.0,7.0,93.0,1001.8,2.5
2002-06-06,2002,6,0.0,34.0,27.0,5.0,69.0,1002.1,3.3
2003-06-06,2003,6,93.0,32.1,23.6,6.0,77.0,999.8,6.3
2004-06-06,2004,6,0.0,32.9,27.5,7.0,86.0,1005.4,3.5
2005-06-06,2005,6,84.0,35.0,22.5,3.0,70.0,1002.6,3.0
2006-06-06,2006,6,2.0,30.7,26.0,7.0,85.0,999.1,5.7
2007-06-06,2007,6,34.0,30.8,22.4,7.0,84.0,1002.6,2.5
2008-06-06,2008,6,0.0,32.7,26.0,6.0,81.0,1000.7,3.7
2009-06-06,2009,6,0.0,34.6,25.8,7.0,71.0,996.7,2.5
2010-06-06,2010,6,45.0,32.9,23.2,7.0,81.0,1000.1,2.5
2011-06-06,2011,6,0.0,35.8,28.2,3.0,70.0,1003.2,2.3
2012-06-06,2012,6,56.0,31.8,23.2,5.0,74.0,998.9,2.0
2013-06-06,2013,6,1.0,33.0,28.2,7.0,82.0,1002.6,2.0
2014-06-06,2014,6,0.0,35.6,28.0,4.0,68.0,1000.3,2.0
2015-06-06,2015,6,0.0,34.8,28.3,5.0,74.0,1002.8,2.2
2016-06-06,2016,6,0.0,32.5,28.0,6.0,81.0,1005.8,2.5
2017-06-06,2017,6,5.0,35.5,23.8,4.0,74.0,1003.3,2.0
1988-06-07,1988,6,51.0,32.5,25.6,7.0,88.0,1000.0,7.5
1989-06-07,1989,6,63.0,33.8,23.2,6.0,79.0,1002.4,3.5
1990-06-07,1990,6,0.0,34.2,27.6,5.0,81.0,1003.4,6.7
1991-06-07,1991,6,10.0,31.2,25.4,6.0,82.0,1003.1,2.6
1992-06-07,1992,6,0.0,35.0,28.0,5.0,74.0,1002.6,5.6
1993-06-07,1993,6,30.0,32.5,23.1,6.0,78.0,1003.3,5.0
1994-06-07,1994,6,0.0,34.8,27.3,4.0,73.0,1000.2,2.3
1995-06-07,1995,6,6.0,34.0,27.5,6.0,83.0,998.9,3.4
1996-06-07,1996,6,0.0,33.5,25.5,4.0,85.0,1006.8,1.7
1997-06-07,1997,6,28.0,34.2,22.4,6.0,82.0,1004.5,2.2
1998-06-07,1998,6,0.0,35.0,29.4,5.0,79.0,1000.9,3.9
1999-06-07,1999,6,9.0,35.3,25.2,3.0,76.0,1000.1,0.0
2000-06-07,2000,6,12.0,31.2,25.0,7.0,83.0,1005.0,2.5
2001-06-07,2001,6,10.0,31.6,24.2,7.0,90.0,1002.1,2.0
2002-06-07,2002,6,0.0,33.0,27.7,7.0,87.0,1001.8,2.0
2003-06-07,2003,6,0.0,32.8,28.3,8.0,84.0,1001.0,5.8
2004-06-07,2004,6,29.0,33.3,23.2,4.0,73.0,1005.5,2.0
2005-06-07,2005,6,0.0,36.0,28.0,5.0,74.0,1001.4,14.0
2006-06-07,2006,6,4.0,30.9,26.4,6.0,81.0,1000.8,2.3
2007-06-07,2007,6,27.0,33.6,22.8,8.0,83.0,1002.5,2.8
2008-06-07,2008,6,14.0,33.3,25.7,5.0,77.0,1002.2,3.0
2009-06-07,2009,6,2.0,34.7,26.3,6.0,77.0,995.3,4.0
2010-06-07,2010,6,0.0,35.0,26.2,6.0,77.0,1001.2,2.1
2011-06-07,2011,6,0.0,34.6,28.2,4.0,75.0,1002.6,2.0
2012-06-07,2012,6,0.0,35.5,26.4,6.0,75.0,998.9,2.0
2013-06-07,2013,6,37.0,27.3,25.6,6.0,93.0,1002.5,0.0
2014-06-07,2014,6,0.0,35.2,28.2,5.0,68.0,999.3,2.0
2015-06-07,2015,6,0.0,35.6,28.3,4.0,70.0,1003.0,2.6
2016-06-07,2016,6,46.0,32.9,27.8,7.0,87.0,1004.8,2.0
2017-06-07,2017,6,0.0,35.5,27.7,4.0,76.0,1002.6,2.0
1988-06-08,1988,6,53.0,33.6,24.2,6.0,76.0,1001.3,10.3
1989-06-08,1989,6,1.0,35.3,26.7,3.0,79.0,1001.7,6.3
1990-06-08,1990,6,0.0,34.0,28.7,7.0,81.0,1003.6,4.7
1991-06-08,1991,6,0.0,31.5,26.0,5.0,84.0,1000.4,3.5
1992-06-08,1992,6,0.0,33.0,23.0,5.0,79.0,1003.5,5.0
1993-06-08,1993,6,0.0,33.2,27.2,7.0,86.0,1004.3,3.7
1994-06-08,1994,6,3.0,33.5,25.5,6.0,80.0,1000.2,1.5
1995-06-08,1995,6,0.0,33.3,28.1,6.0,85.0,997.8,3.8
1996-06-08,1996,6,12.0,33.2,23.6,4.0,77.0,1006.8,1.3
1997-06-08,1997,6,4.0,34.0,25.0,7.0,83.0,1004.7,1.7
1998-06-08,1998,6,0.0,35.5,29.7,7.0,81.0,998.9,6.6
1999-06-08,1999,6,0.0,36.6,28.2,5.0,73.0,999.1,4.0
2000-06-08,2000,6,0.0,31.7,26.2,7.0,89.0,1005.2,2.2
2001-06-08,2001,6,23.0,32.4,24.5,6.0,82.0,1000.7,2.2
2002-06-08,2002,6,12.0,29.5,24.0,7.0,86.0,1001.4,2.5
2003-06-08,2003,6,45.0,32.5,23.7,7.0,79.0,1002.7,6.0
2004-06-08,2004,6,0.0,35.2,26.7,3.0,70.0,1004.8,3.8
2005-06-08,2005,6,10.0,35.6,24.3,2.0,73.0,999.2,2.5
2006-06-08,2006,6,0.0,32.2,27.0,6.0,77.0,1000.5,3.5
2007-06-08,2007,6,102.0,31.8,24.8,7.0,87.0,1002.3,3.8
2008-06-08,2008,6,0.0,31.0,26.8,7.0,80.0,1003.0,2.0
2009-06-08,2009,6,36.0,33.9,24.5,8.0,81.0,998.0,2.0
2010-06-08,2010,6,0.0,35.5,29.7,6.0,72.0,1002.4,3.4
2011-06-08,2011,6,0.0,32.6,27.3,7.0,79.0,1000.3,2.4
2012-06-08,2012,6,2.0,35.5,26.0,4.0,69.0,998.8,0.0
2013-06-08,2013,6,20.0,33.8,25.6,6.0,77.0,1000.5,2.2
2014-06-08,2014,6,0.0,36.0,28.5,5.0,66.0,998.8,2.0
2015-06-08,2015,6,0.0,36.0,28.3,4.0,69.0,1002.6,2.7
2016-06-08,2016,6,20.0,34.0,23.9,5.0,76.0,1002.3,2.5
2017-06-08,2017,6,1.0,36.1,28.1,7.0,76.0,1001.5,2.0
1988-06-09,1988,6,1.0,33.7,26.8,6.0,81.0,1000.6,3.8
1989-06-09,1989,6,0.0,34.7,27.9,2.0,75.0,1000.1,2.0
1990-06-09,1990,6,39.0,30.7,24.0,7.0,88.0,1003.9,5.5
1991-06-09,1991,6,0.0,29.7,27.4,8.0,90.0,999.6,2.0
1992-06-09,1992,6,14.0,34.6,25.0,5.0,79.0,1004.1,2.0
1993-06-09,1993,6,99.0,33.8,23.6,4.0,80.0,1004.6,2.5
1994-06-09,1994,6,5.0,33.7,26.7,5.0,78.0,1000.0,4.3
1995-06-09,1995,6,0.0,35.4,27.8,6.0,77.0,996.2,3.0
1996-06-09,1996,6,0.0,33.3,25.7,3.0,84.0,1007.3,1.0
1997-06-09,1997,6,18.0,31.5,22.6,7.0,84.0,1005.0,3.0
1998-06-09,1998,6,0.0,35.4,30.3,7.0,82.0,998.1,6.3
1999-06-09,1999,6,0.0,32.6,28.6,7.0,89.0,999.3,2.0
2000-06-09,2000,6,17.0,33.0,24.7,6.0,84.0,1002.7,3.2
2001-06-09,2001,6,0.0,31.5,26.6,6.0,84.0,1001.3,2.7
2002-06-09,2002,6,0.0,32.8,26.4,5.0,88.0,1002.1,1.5
2003-06-09,2003,6,0.0,30.0,26.3,8.0,85.0,1001.3,6.5
2004-06-09,2004,6,0.0,33.7,27.6,3.0,73.0,1004.6,2.0
2005-06-09,2005,6,0.0,35.5,29.3,3.0,73.0,998.4,2.0
2006-06-09,2006,6,2.0,28.1,26.0,8.0,86.0,1000.1,2.0
2007-06-09,2007,6,3.0,29.5,25.3,8.0,83.0,1001.6,5.2
2008-06-09,2008,6,35.0,31.6,25.7,7.0,78.0,1003.8,3.5
2009-06-09,2009,6,20.0,34.8,25.5,7.0,78.0,1001.7,5.3
2010-06-09,2010,6,0.0,35.5,26.5,5.0,67.0,1002.8,2.8
2011-06-09,2011,6,0.0,33.3,26.3,5.0,76.0,998.5,3.0
2012-06-09,2012,6,0.0,36.7,29.0,3.0,69.0,997.8,2.0
2013-06-09,2013,6,0.0,32.7,27.8,6.0,79.0,999.3,2.0
2014-06-09,2014,6,0.0,35.4,29.0,5.0,68.0,998.7,2.2
2015-06-09,2015,6,0.0,35.0,27.2,6.0,70.0,1001.2,3.5
2016-06-09,2016,6,0.0,31.5,26.0,6.0,82.0,999.8,2.0
2017-06-09,2017,6,0.0,33.9,26.8,5.0,76.0,1000.8,3.0
1988-06-10,1988,6,4.0,30.1,26.6,6.0,87.0,1000.6,4.5
1989-06-10,1989,6,0.0,36.5,28.8,5.0,77.0,999.0,2.0
1990-06-10,1990,6,24.0,31.8,24.5,6.0,87.0,1001.8,3.5
1991-06-10,1991,6,5.0,32.5,25.5,6.0,83.0,1000.7,2.0
1992-06-10,1992,6,0.0,32.5,24.8,7.0,84.0,1005.6,2.0
1993-06-10,1993,6,0.0,34.0,27.8,6.0,80.0,1003.4,3.8
1994-06-10,1994,6,0.0,32.0,28.2,7.0,84.0,999.8,2.7
1995-06-10,1995,6,0.0,36.4,28.2,6.0,79.0,994.0,3.0
1996-06-10,1996,6,17.0,35.2,25.1,2.0,75.0,1006.5,0.0
1997-06-10,1997,6,23.0,32.5,24.0,6.0,83.0,1003.6,2.0
1998-06-10,1998,6,0.0,35.0,28.8,7.0,82.0,1000.3,4.2
1999-06-10,1999,6,11.0,34.5,27.1,7.0,75.0,1000.1,3.7
2000-06-10,2000,6,4.0,29.7,26.5,7.0,92.0,1001.5,1.7
2001-06-10,2001,6,7.0,33.2,25.7,6.0,75.0,1001.4,2.0
2002-06-10,2002,6,5.0,31.0,24.0,7.0,91.0,1004.0,1.3
2003-06-10,2003,6,8.0,27.5,23.3,8.0,85.0,999.4,3.5
2004-06-10,2004,6,0.0,34.4,27.4,5.0,74.0,1004.4,6.0
2005-06-10,2005,6,0.0,36.2,28.5,4.0,73.0,998.3,0.0
2006-06-10,2006,6,40.0,26.4,25.5,8.0,96.0,1000.6,3.3
2007-06-10,2007,6,18.0,24.6,23.0,8.0,96.0,1000.5,2.5
2008-06-10,2008,6,7.0,30.0,25.7,7.0,84.0,1002.9,7.0
2009-06-10,2009,6,15.0,34.8,23.8,6.0,74.0,1003.9,4.6
2010-06-10,2010,6,0.0,35.8,28.8,4.0,71.0,1003.6,2.2
2011-06-10,2011,6,0.0,35.2,27.0,6.0,79.0,997.8,2.3
2012-06-10,2012,6,0.0,36.0,27.6,6.0,72.0,997.4,3.0
2013-06-10,2013,6,0.0,34.8,27.6,6.0,72.0,999.0,2.0
2014-06-10,2014,6,0.0,36.4,28.8,6.0,73.0,999.2,2.2
2015-06-10,2015,6,1.0,31.2,28.8,7.0,84.0,1002.2,3.0
2016-06-10,2016,6,27.0,35.0,26.5,4.0,71.0,999.0,2.5
2017-06-10,2017,6,0.0,36.0,26.6,6.0,71.0,999.9,0.0
1988-06-11,1988,6,15.0,31.0,24.7,7.0,83.0,1001.9,7.8
1989-06-11,1989,6,2.0,33.0,28.8,7.0,86.0,999.3,2.0
1990-06-11,1990,6,0.0,33.8,26.4,4.0,81.0,1001.3,2.6
1991-06-11,1991,6,1.0,28.0,25.5,8.0,93.0,1000.9,3.3
1992-06-11,1992,6,5.0,34.0,26.4,3.0,79.0,1003.7,2.0
1993-06-11,1993,6,0.0,33.7,28.2,6.0,75.0,1000.0,3.6
1994-06-11,1994,6,5.0,31.0,26.6,7.0,85.0,1000.4,3.3
1995-06-11,1995,6,4.0,36.6,26.9,7.0,76.0,994.9,3.7
1996-06-11,1996,6,0.0,32.0,27.2,4.0,85.0,1007.0,2.0
1997-06-11,1997,6,0.0,33.7,27.2,5.0,82.0,1003.4,2.3
1998-06-11,1998,6,18.0,34.5,24.7,4.0,80.0,1001.9,2.4
1999-06-11,1999,6,21.0,32.3,25.7,7.0,87.0,1002.9,4.0
2000-06-11,2000,6,23.0,30.8,24.0,7.0,87.0,1000.4,2.2
2001-06-11,2001,6,0.0,33.4,26.0,4.0,73.0,1000.3,2.0
2002-06-11,2002,6,21.0,29.8,25.4,7.0,82.0,1004.4,2.8
2003-06-11,2003,6,0.0,29.8,23.3,8.0,82.0,1000.2,5.4
2004-06-11,2004,6,1.0,31.6,23.0,7.0,80.0,1003.2,1.5
2005-06-11,2005,6,6.0,35.4,25.8,4.0,75.0,998.8,2.8
2006-06-11,2006,6,58.0,33.8,25.0,8.0,84.0,1000.1,2.0
2007-06-11,2007,6,152.0,30.0,22.5,8.0,93.0,998.9,3.0
2008-06-11,2008,6,1.0,32.1,26.5,7.0,85.0,1002.4,5.5
2009-06-11,2009,6,0.0,35.2,24.4,4.0,71.0,1003.3,3.3
2010-06-11,2010,6,0.0,35.5,28.5,4.0,70.0,1003.5,2.1
2011-06-11,2011,6,9.0,30.5,23.2,6.0,86.0,1000.3,4.5
2012-06-11,2012,6,0.0,35.0,28.6,5.0,71.0,999.0,2.6
2013-06-11,2013,6,0.0,36.0,28.7,4.0,68.0,999.0,2.0
2014-06-11,2014,6,0.0,33.8,29.0,7.0,79.0,998.9,2.0
2015-06-11,2015,6,1.0,26.7,24.4,8.0,86.0,1002.8,3.0
2016-06-11,2016,6,0.0,34.3,29.2,8.0,84.0,1000.1,0.0
2017-06-11,2017,6,1.0,32.8,26.6,7.0,83.0,997.2,3.2
1988-06-12,1988,6,7.0,27.8,24.7,8.0,91.0,1003.7,6.1
1989-06-12,1989,6,33.0,33.8,25.9,6.0,79.0,999.3,4.7
1990-06-12,1990,6,0.0,33.6,28.0,5.0,77.0,999.7,2.0
1991-06-12,1991,6,67.0,31.8,25.4,7.0,91.0,1000.9,4.2
1992-06-12,1992,6,0.0,33.5,27.0,5.0,85.0,1001.4,6.5
1993-06-12,1993,6,24.0,29.0,23.2,6.0,87.0,999.6,2.0
1994-06-12,1994,6,10.0,31.0,26.0,7.0,85.0,1000.9,4.8
1995-06-12,1995,6,2.0,30.0,25.9,8.0,85.0,997.9,2.0
1996-06-12,1996,6,47.0,34.2,23.0,3.0,80.0,1005.9,0.0
1997-06-12,1997,6,0.0,34.0,25.4,5.0,78.0,1006.3,1.5
1998-06-12,1998,6,0.0,34.3,28.4,6.0,78.0,1001.9,2.5
1999-06-12,1999,6,7.0,33.4,26.4,6.0,80.0,1004.0,3.2
2000-06-12,2000,6,8.0,31.5,25.2,7.0,79.0,999.4,1.7
2001-06-12,2001,6,18.0,33.8,27.3,5.0,71.0,1000.3,6.0
2002-06-12,2002,6,1.0,28.7,25.9,8.0,90.0,1002.7,4.0
2003-06-12,2003,6,10.0,30.2,23.0,8.0,81.0,1001.0,4.7
2004-06-12,2004,6,29.0,33.4,23.7,7.0,79.0,1003.7,3.0
2005-06-12,2005,6,0.0,35.2,28.0,5.0,74.0,998.6,4.3
2006-06-12,2006,6,0.0,33.6,28.6,8.0,81.0,1000.5,4.0
2007-06-12,2007,6,30.0,32.0,24.0,7.0,89.0,999.6,2.7
2008-06-12,2008,6,12.0,34.2,27.4,5.0,75.0,1000.6,2.7
2009-06-12,2009,6,0.0,34.5,26.4,7.0,73.0,1003.4,3.0
2010-06-12,2010,6,0.0,33.5,28.8,7.0,78.0,1003.6,3.5
2011-06-12,2011,6,40.0,34.3,23.5,5.0,76.0,1000.7,2.0
2012-06-12,2012,6,0.0,35.5,28.6,4.0,71.0,1000.1,2.2
2013-06-12,2013,6,0.0,35.4,28.1,6.0,65.0,999.6,2.7
2014-06-12,2014,6,22.0,36.6,23.2,4.0,73.0,996.8,2.0
2015-06-12,2015,6,63.0,33.1,23.2,7.0,80.0,1002.2,3.0
2016-06-12,2016,6,75.0,29.5,22.8,8.0,86.0,1001.2,2.0
2017-06-12,2017,6,30.0,26.4,25.2,8.0,97.0,993.9,5.5
1988-06-13,1988,6,78.0,27.5,22.7,8.0,92.0,1002.9,7.5
1989-06-13,1989,6,2.0,33.8,25.2,8.0,91.0,998.7,8.1
1990-06-13,1990,6,40.0,32.6,25.2,6.0,78.0,998.2,4.4
1991-06-13,1991,6,36.0,31.5,25.3,7.0,92.0,1002.0,2.5
1992-06-13,1992,6,15.0,34.5,25.4,5.0,87.0,1000.8,3.5
1993-06-13,1993,6,11.0,31.4,24.5,5.0,79.0,1001.1,2.7
1994-06-13,1994,6,3.0,31.5,26.0,6.0,81.0,1000.7,4.3
1995-06-13,1995,6,13.0,30.0,25.5,7.0,90.0,1001.1,2.8
1996-06-13,1996,6,1.0,34.2,25.5,3.0,80.0,1004.3,1.0
1997-06-13,1997,6,0.0,33.0,26.8,5.0,78.0,1006.4,1.8
1998-06-13,1998,6,0.0,35.1,28.6,5.0,81.0,1002.8,1.7
1999-06-13,1999,6,1.0,34.0,27.5,5.0,81.0,1002.7,1.0
2000-06-13,2000,6,0.0,33.0,25.5,6.0,80.0,1000.4,2.0
2001-06-13,2001,6,4.0,32.2,25.0,7.0,78.0,1001.0,3.5
2002-06-13,2002,6,33.0,26.2,24.8,8.0,94.0,999.9,2.9
2003-06-13,2003,6,0.0,32.2,26.1,6.0,75.0,1002.7,7.8
2004-06-13,2004,6,6.0,30.3,25.3,7.0,80.0,1004.2,3.5
2005-06-13,2005,6,0.0,33.2,29.5,7.0,81.0,1000.3,4.0
2006-06-13,2006,6,0.0,33.1,29.0,8.0,82.0,1001.8,2.4
2007-06-13,2007,6,13.0,32.0,25.7,7.0,82.0,1002.1,3.0
2008-06-13,2008,6,0.0,34.2,27.8,6.0,75.0,997.7,2.3
2009-06-13,2009,6,33.0,34.7,22.6,4.0,73.0,1004.5,2.0
2010-06-13,2010,6,3.0,33.0,26.0,7.0,80.0,1003.2,3.0
2011-06-13,2011,6,0.0,34.5,27.0,5.0,70.0,999.9,2.0
2012-06-13,2012,6,0.0,35.7,28.7,5.0,70.0,1001.0,2.8
2013-06-13,2013,6,0.0,34.8,28.0,6.0,67.0,999.6,2.0
2014-06-13,2014,6,0.0,34.0,23.9,6.0,75.0,997.1,2.2
2015-06-13,2015,6,8.0,31.6,27.3,8.0,87.0,1002.7,12.0
2016-06-13,2016,6,12.0,31.2,22.9,7.0,81.0,1000.7,2.0
2017-06-13,2017,6,139.0,33.2,25.0,6.0,85.0,999.8,0.0
1988-06-14,1988,6,64.0,28.8,23.3,8.0,88.0,1000.9,6.0
1989-06-14,1989,6,18.0,29.0,25.6,8.0,89.0,997.0,9.0
1990-06-14,1990,6,1.0,31.4,27.6,6.0,82.0,1000.2,6.7
1991-06-14,1991,6,19.0,31.5,26.6,6.0,88.0,1002.7,5.6
1992-06-14,1992,6,7.0,33.8,25.3,2.0,76.0,1001.2,2.0
1993-06-14,1993,6,0.0,34.0,27.4,4.0,76.0,1002.0,2.0
1994-06-14,1994,6,1.0,32.4,27.0,5.0,81.0,998.5,4.4
1995-06-14,1995,6,33.0,33.5,26.0,5.0,82.0,1002.1,4.6
1996-06-14,1996,6,0.0,35.0,26.5,3.0,77.0,1001.9,1.0
1997-06-14,1997,6,0.0,34.0,26.9,5.0,78.0,1005.1,2.8
1998-06-14,1998,6,7.0,35.0,28.2,5.0,75.0,1005.3,2.7
1999-06-14,1999,6,0.0,34.5,27.8,5.0,78.0,1001.4,2.0
2000-06-14,2000,6,0.0,32.7,27.4,7.0,81.0,1001.1,1.9
2001-06-14,2001,6,6.0,27.2,24.6,8.0,92.0,1000.8,4.5
2002-06-14,2002,6,59.0,32.1,24.6,8.0,86.0,1000.2,3.1
2003-06-14,2003,6,0.0,30.5,27.0,7.0,89.0,1003.8,4.3
2004-06-14,2004,6,39.0,30.6,24.5,7.0,85.0,1003.2,4.3
2005-06-14,2005,6,11.0,34.5,26.5,6.0,84.0,1001.2,2.5
2006-06-14,2006,6,0.0,32.0,28.7,8.0,83.0,1003.9,1.5
2007-06-14,2007,6,0.0,34.6,26.0,6.0,76.0,1001.7,3.5
2008-06-14,2008,6,0.0,33.9,28.0,7.0,78.0,997.0,2.0
2009-06-14,2009,6,0.0,34.5,25.2,6.0,77.0,1003.4,4.0
2010-06-14,2010,6,0.0,32.7,26.3,6.0,78.0,1001.4,2.7
2011-06-14,2011,6,1.0,33.8,26.6,7.0,77.0,998.4,3.0
2012-06-14,2012,6,0.0,35.4,29.3,7.0,72.0,1000.3,3.4
2013-06-14,2013,6,0.0,32.8,27.5,6.0,77.0,1000.4,2.0
2014-06-14,2014,6,12.0,37.0,26.6,3.0,67.0,998.4,2.0
2015-06-14,2015,6,38.0,32.5,24.2,7.0,80.0,1001.8,2.7
2016-06-14,2016,6,0.0,32.6,25.9,7.0,84.0,999.4,2.0
2017-06-14,2017,6,0.0,33.4,28.2,7.0,88.0,1002.7,2.0
1988-06-15,1988,6,18.0,27.1,24.1,8.0,91.0,1000.1,3.8
1989-06-15,1989,6,34.0,27.6,25.3,7.0,93.0,999.6,6.8
1990-06-15,1990,6,0.0,31.6,26.8,4.0,82.0,1001.9,3.5
1991-06-15,1991,6,11.0,30.6,26.5,7.0,89.0,1001.3,5.0
1992-06-15,1992,6,0.0,35.0,27.5,2.0,75.0,1000.6,3.0
1993-06-15,1993,6,1.0,32.5,26.8,7.0,79.0,1002.1,7.0
1994-06-15,1994,6,0.0,31.6,26.8,7.0,83.0,995.7,6.1
1995-06-15,1995,6,0.0,33.3,28.4,6.0,80.0,1002.2,5.0
1996-06-15,1996,6,1.0,34.2,27.5,4.0,80.0,1000.4,0.0
1997-06-15,1997,6,0.0,34.5,27.1,5.0,78.0,1003.3,2.0
1998-06-15,1998,6,0.0,34.5,29.1,4.0,79.0,1006.2,2.0
1999-06-15,1999,6,0.0,33.3,27.6,5.0,77.0,1001.2,3.3
2000-06-15,2000,6,0.0,31.8,24.6,7.0,84.0,1000.8,2.0
2001-06-15,2001,6,49.0,28.6,24.5,8.0,89.0,998.6,3.0
2002-06-15,2002,6,33.0,32.8,24.9,7.0,83.0,1000.7,2.8
2003-06-15,2003,6,66.0,32.5,22.5,5.0,78.0,1001.7,2.8
2004-06-15,2004,6,1.0,31.2,26.3,6.0,82.0,1003.1,3.7
2005-06-15,2005,6,52.0,32.0,24.5,5.0,85.0,999.9,2.3
2006-06-15,2006,6,2.0,33.8,24.2,7.0,82.0,1003.9,1.7
2007-06-15,2007,6,0.0,32.2,27.0,8.0,86.0,1001.3,2.8
2008-06-15,2008,6,0.0,35.3,27.8,6.0,72.0,995.4,2.5
