Date,Year,Month,Rain,Max_T.,Min_T.,Cloud,Releted Hum.,Sea Level P.,Wind
2008-04-02,2008,4,0.0,32.8,21.5,3.0,69.0,1009.4,3.7
2009-04-02,2009,4,0.0,33.4,23.8,4.0,67.0,1008.6,4.4
2010-04-02,2010,4,0.0,35.1,27.5,5.0,67.0,1006.2,4.8
2011-04-02,2011,4,0.0,32.4,23.0,6.0,75.0,1009.1,2.8
2012-04-02,2012,4,0.0,37.1,23.0,0.0,48.0,1010.3,2.0
2013-04-02,2013,4,0.0,35.0,24.8,3.0,71.0,1008.2,2.0
2014-04-02,2014,4,0.0,36.4,26.0,1.0,54.0,1006.2,2.0
2015-04-02,2015,4,58.0,33.2,20.3,6.0,74.0,1004.6,2.0
2016-04-02,2016,4,0.0,28.0,20.6,6.0,84.0,1010.3,0.0
2017-04-02,2017,4,0.0,33.0,26.5,6.0,73.0,1005.7,6.0
1988-04-03,1988,4,0.0,37.0,26.1,3.0,65.0,1008.2,3.5
1989-04-03,1989,4,0.0,37.2,25.4,1.0,64.0,1006.2,3.5
1990-04-03,1990,4,0.0,30.0,23.2,6.0,77.0,1010.1,5.0
1991-04-03,1991,4,0.0,34.2,26.7,4.0,78.0,1009.1,8.2
1992-04-03,1992,4,0.0,36.5,22.2,0.0,57.0,1008.1,3.0
1993-04-03,1993,4,0.0,35.0,21.0,1.0,60.0,1010.0,3.0
1994-04-03,1994,4,19.0,29.0,18.0,3.0,72.0,1009.8,2.0
1995-04-03,1995,4,0.0,37.7,23.6,1.0,44.0,1010.3,5.0
1996-04-03,1996,4,0.0,35.0,22.5,3.0,63.0,1007.6,2.0
1997-04-03,1997,4,0.0,30.4,20.0,5.0,72.0,1011.2,0.0
1998-04-03,1998,4,0.0,33.0,19.1,0.0,65.0,1011.1,2.0
1999-04-03,1999,4,0.0,37.2,25.5,1.0,63.0,1007.6,2.0
2000-04-03,2000,4,0.0,34.5,24.8,4.0,72.0,1006.0,3.7
2001-04-03,2001,4,6.0,32.0,21.4,3.0,73.0,1010.2,3.0
2002-04-03,2002,4,23.0,24.6,16.6,5.0,80.0,1010.3,3.8
2003-04-03,2003,4,0.0,33.6,25.7,5.0,73.0,1006.3,6.4
2004-04-03,2004,4,0.0,34.8,25.6,6.0,69.0,1010.7,4.7
2005-04-03,2005,4,0.0,34.6,23.4,4.0,62.0,1010.5,3.3
2006-04-03,2006,4,0.0,33.9,25.8,6.0,68.0,1006.5,4.0
2007-04-03,2007,4,0.0,35.8,26.2,4.0,69.0,1005.7,3.8
2008-04-03,2008,4,33.0,32.6,21.5,7.0,77.0,1009.7,4.7
2009-04-03,2009,4,0.0,32.9,23.0,4.0,74.0,1007.7,4.7
2010-04-03,2010,4,0.0,35.4,27.2,2.0,67.0,1007.4,3.7
2011-04-03,2011,4,49.0,31.5,20.5,6.0,76.0,1009.6,2.0
2012-04-03,2012,4,0.0,36.2,25.0,1.0,54.0,1010.6,2.0
2013-04-03,2013,4,0.0,36.0,25.5,3.0,64.0,1006.1,2.2
2014-04-03,2014,4,0.0,37.0,25.2,3.0,59.0,1007.3,2.0
2015-04-03,2015,4,0.0,34.5,23.8,6.0,74.0,1003.5,2.0
2016-04-03,2016,4,2.0,31.5,24.4,7.0,84.0,1009.5,2.0
2017-04-03,2017,4,0.0,33.4,26.8,6.0,69.0,1006.1,3.3
1988-04-04,1988,4,0.0,39.0,24.9,2.0,66.0,1005.3,4.5
1989-04-04,1989,4,0.0,35.8,25.8,2.0,63.0,1006.7,4.0
1990-04-04,1990,4,1.0,25.8,19.4,5.0,78.0,1011.3,7.0
1991-04-04,1991,4,0.0,33.4,26.0,5.0,77.0,1008.3,9.8
1992-04-04,1992,4,0.0,37.0,24.2,0.0,53.0,1006.5,3.5
1993-04-04,1993,4,0.0,35.5,23.2,1.0,58.0,1009.5,2.5
1994-04-04,1994,4,0.0,30.0,20.4,2.0,71.0,1012.5,2.2
1995-04-04,1995,4,0.0,37.5,22.2,3.0,37.0,1009.2,2.0
1996-04-04,1996,4,0.0,36.1,23.8,3.0,69.0,1007.1,2.7
1997-04-04,1997,4,0.0,31.4,22.6,3.0,74.0,1010.0,3.0
1998-04-04,1998,4,0.0,34.5,21.0,3.0,59.0,1011.5,1.5
1999-04-04,1999,4,0.0,36.6,25.1,2.0,62.0,1007.5,2.0
2000-04-04,2000,4,0.0,34.4,26.2,3.0,69.0,1005.4,3.4
2001-04-04,2001,4,0.0,34.4,25.0,1.0,66.0,1009.7,2.3
2002-04-04,2002,4,10.0,30.0,18.6,4.0,73.0,1009.0,2.5
2003-04-04,2003,4,0.0,30.0,23.0,5.0,74.0,1009.1,3.6
2004-04-04,2004,4,0.0,34.5,23.7,6.0,73.0,1011.0,2.5
2005-04-04,2005,4,3.0,32.8,20.0,1.0,59.0,1011.7,2.0
2006-04-04,2006,4,0.0,32.6,23.0,7.0,86.0,1006.3,4.3
2007-04-04,2007,4,0.0,35.0,26.8,4.0,71.0,1007.9,3.4
2008-04-04,2008,4,25.0,27.6,19.6,7.0,80.0,1010.8,2.0
2009-04-04,2009,4,0.0,33.7,21.6,5.0,72.0,1007.5,5.0
2010-04-04,2010,4,0.0,34.3,27.2,4.0,69.0,1008.3,3.6
2011-04-04,2011,4,8.0,32.6,20.6,5.0,73.0,1009.6,2.0
2012-04-04,2012,4,0.0,35.6,26.0,2.0,63.0,1008.9,2.5
2013-04-04,2013,4,0.0,36.8,26.0,2.0,50.0,1002.3,2.5
2014-04-04,2014,4,54.0,30.6,18.9,2.0,69.0,1009.4,2.0
2015-04-04,2015,4,2.0,34.3,24.0,6.0,76.0,1003.9,2.8
2016-04-04,2016,4,9.0,33.4,25.0,7.0,82.0,1006.7,5.0
2017-04-04,2017,4,7.0,32.2,21.4,7.0,76.0,1007.5,2.7
1988-04-05,1988,4,0.0,38.2,24.9,1.0,68.0,1005.7,7.6
1989-04-05,1989,4,0.0,36.6,24.8,1.0,50.0,1005.3,5.3
1990-04-05,1990,4,12.0,26.5,15.5,1.0,76.0,1011.2,2.0
1991-04-05,1991,4,0.0,33.5,26.5,3.0,76.0,1007.8,5.4
1992-04-05,1992,4,0.0,35.6,25.5,1.0,68.0,1004.9,5.6
1993-04-05,1993,4,0.0,35.4,19.6,1.0,45.0,1009.9,2.0
1994-04-05,1994,4,0.0,31.0,21.6,3.0,73.0,1010.6,2.2
1995-04-05,1995,4,0.0,36.8,24.5,3.0,55.0,1009.8,3.8
1996-04-05,1996,4,0.0,35.5,24.5,2.0,66.0,1008.2,2.8
1997-04-05,1997,4,0.0,30.5,21.6,5.0,81.0,1010.5,2.0
1998-04-05,1998,4,0.0,33.7,23.0,1.0,64.0,1012.1,2.4
1999-04-05,1999,4,0.0,35.4,25.7,5.0,70.0,1007.6,1.0
2000-04-05,2000,4,0.0,34.2,26.2,3.0,71.0,1005.2,4.6
2001-04-05,2001,4,0.0,36.0,25.5,1.0,60.0,1008.4,2.0
2002-04-05,2002,4,0.0,32.5,21.7,5.0,73.0,1010.0,2.5
2003-04-05,2003,4,1.0,32.5,22.3,5.0,70.0,1009.0,2.5
2004-04-05,2004,4,23.0,33.6,20.6,4.0,70.0,1009.0,3.0
2005-04-05,2005,4,0.0,32.7,22.6,1.0,66.0,1011.5,2.0
2006-04-05,2006,4,102.0,33.7,20.7,6.0,78.0,1007.0,3.0
2007-04-05,2007,4,0.0,34.5,26.0,5.0,68.0,1009.3,3.6
2008-04-05,2008,4,0.0,32.0,20.7,4.0,65.0,1012.4,2.0
2009-04-05,2009,4,0.0,34.3,25.6,5.0,73.0,1007.8,3.3
2010-04-05,2010,4,0.0,34.4,26.7,4.0,73.0,1006.8,3.5
2011-04-05,2011,4,5.0,30.4,20.8,4.0,71.0,1010.5,2.0
2012-04-05,2012,4,0.0,35.0,24.6,4.0,53.0,1008.5,2.5
2013-04-05,2013,4,0.0,35.4,25.5,0.0,35.0,1003.3,3.2
2014-04-05,2014,4,6.0,33.0,21.5,3.0,65.0,1009.0,2.0
2015-04-05,2015,4,30.0,30.4,19.5,5.0,75.0,1007.0,2.3
2016-04-05,2016,4,16.0,31.2,26.4,7.0,83.0,1005.4,3.0
2017-04-05,2017,4,0.0,30.5,23.4,6.0,86.0,1008.2,3.0
1988-04-06,1988,4,0.0,38.0,25.8,1.0,73.0,1006.6,6.3
1989-04-06,1989,4,0.0,37.0,23.2,0.0,47.0,1005.7,4.0
1990-04-06,1990,4,0.0,28.4,18.7,3.0,70.0,1011.2,2.0
1991-04-06,1991,4,0.0,29.6,24.0,4.0,85.0,1009.3,5.5
1992-04-06,1992,4,0.0,34.4,25.5,2.0,71.0,1004.2,6.5
1993-04-06,1993,4,0.0,36.6,22.6,1.0,52.0,1008.9,6.5
1994-04-06,1994,4,0.0,33.0,24.5,3.0,76.0,1006.8,4.8
1995-04-06,1995,4,0.0,37.1,22.8,1.0,61.0,1008.3,2.3
1996-04-06,1996,4,0.0,34.4,25.0,3.0,73.0,1008.7,3.0
1997-04-06,1997,4,5.0,32.5,19.5,2.0,67.0,1010.0,1.7
1998-04-06,1998,4,0.0,32.2,23.5,5.0,72.0,1011.3,2.0
1999-04-06,1999,4,0.0,35.5,26.6,3.0,72.0,1005.4,1.5
2000-04-06,2000,4,0.0,34.0,26.3,5.0,72.0,1006.2,4.4
2001-04-06,2001,4,0.0,35.5,25.4,5.0,66.0,1009.5,2.7
2002-04-06,2002,4,15.0,34.0,23.0,4.0,68.0,1010.0,2.0
2003-04-06,2003,4,0.0,34.5,24.5,2.0,61.0,1010.2,3.5
2004-04-06,2004,4,0.0,32.7,25.8,7.0,76.0,1008.4,3.3
2005-04-06,2005,4,0.0,33.3,25.0,3.0,69.0,1009.7,5.8
2006-04-06,2006,4,38.0,33.8,20.7,6.0,69.0,1007.2,5.0
2007-04-06,2007,4,0.0,34.5,25.2,5.0,64.0,1008.8,4.9
2008-04-06,2008,4,0.0,32.6,22.7,3.0,62.0,1012.1,4.0
2009-04-06,2009,4,0.0,33.7,27.0,4.0,71.0,1006.8,4.0
2010-04-06,2010,4,0.0,37.1,27.1,3.0,66.0,1007.0,3.8
2011-04-06,2011,4,0.0,33.2,21.4,1.0,58.0,1010.0,2.0
2012-04-06,2012,4,0.0,26.0,21.2,5.0,80.0,1009.1,2.5
2013-04-06,2013,4,0.0,35.8,23.8,1.0,35.0,1004.4,3.5
2014-04-06,2014,4,0.0,35.0,24.2,5.0,70.0,1009.3,2.0
2015-04-06,2015,4,21.0,30.4,20.8,6.0,71.0,1008.1,0.0
2016-04-06,2016,4,0.0,34.5,26.7,5.0,78.0,1006.1,3.8
2017-04-06,2017,4,37.0,30.4,20.4,7.0,82.0,1007.9,2.0
1988-04-07,1988,4,0.0,38.7,26.1,3.0,70.0,1007.6,3.3
1989-04-07,1989,4,0.0,36.8,20.6,0.0,41.0,1006.0,2.0
1990-04-07,1990,4,0.0,29.6,21.6,5.0,76.0,1011.0,4.2
1991-04-07,1991,4,0.0,32.6,23.6,4.0,76.0,1008.4,2.0
1992-04-07,1992,4,0.0,35.5,25.2,3.0,70.0,1003.9,5.7
1993-04-07,1993,4,0.0,35.6,23.6,1.0,64.0,1006.6,5.0
1994-04-07,1994,4,0.0,33.8,26.2,4.0,76.0,1005.1,2.8
1995-04-07,1995,4,0.0,37.0,24.4,3.0,64.0,1003.8,2.5
1996-04-07,1996,4,0.0,37.0,24.9,1.0,65.0,1008.6,2.0
1997-04-07,1997,4,0.0,30.1,19.8,3.0,62.0,1008.7,1.5
1998-04-07,1998,4,26.0,30.5,18.6,2.0,75.0,1009.3,2.7
1999-04-07,1999,4,0.0,35.6,23.7,5.0,68.0,1004.7,2.4
2000-04-07,2000,4,0.0,33.7,26.0,3.0,71.0,1008.5,3.5
2001-04-07,2001,4,0.0,35.5,23.5,1.0,57.0,1008.9,4.7
2002-04-07,2002,4,0.0,33.6,24.4,4.0,74.0,1009.3,2.0
2003-04-07,2003,4,0.0,35.3,25.0,2.0,61.0,1011.1,3.0
2004-04-07,2004,4,35.0,29.3,19.8,6.0,75.0,1010.3,1.5
2005-04-07,2005,4,0.0,33.3,24.6,4.0,68.0,1008.7,4.5
2006-04-07,2006,4,3.0,33.1,22.0,4.0,65.0,1006.7,3.3
2007-04-07,2007,4,0.0,34.8,25.6,4.0,67.0,1007.9,3.9
2008-04-07,2008,4,0.0,32.3,22.5,0.0,56.0,1010.4,2.8
2009-04-07,2009,4,5.0,35.1,23.5,3.0,73.0,1006.0,2.6
2010-04-07,2010,4,0.0,36.3,27.0,3.0,66.0,1010.2,2.8
2011-04-07,2011,4,0.0,34.0,22.6,0.0,56.0,1009.5,2.0
2012-04-07,2012,4,62.0,27.4,20.2,5.0,78.0,1008.5,2.5
2013-04-07,2013,4,0.0,35.0,23.2,2.0,64.0,1004.3,2.8
2014-04-07,2014,4,1.0,34.0,23.3,6.0,68.0,1008.2,2.2
2015-04-07,2015,4,0.0,32.4,22.6,7.0,75.0,1010.0,2.0
2016-04-07,2016,4,0.0,35.2,27.1,5.0,76.0,1006.7,2.8
2017-04-07,2017,4,0.0,34.0,23.0,5.0,74.0,1006.8,2.7
1988-04-08,1988,4,0.0,38.7,27.2,3.0,70.0,1008.2,2.6
1989-04-08,1989,4,0.0,37.0,22.7,0.0,59.0,1006.1,6.2
1990-04-08,1990,4,0.0,30.9,22.0,4.0,82.0,1005.7,5.0
1991-04-08,1991,4,0.0,34.2,21.8,3.0,70.0,1007.2,5.0
1992-04-08,1992,4,0.0,36.1,26.0,2.0,72.0,1005.6,5.0
1993-04-08,1993,4,0.0,37.0,25.2,7.0,58.0,1007.6,2.0
1994-04-08,1994,4,0.0,35.7,26.0,3.0,66.0,1005.7,3.2
1995-04-08,1995,4,0.0,35.0,21.8,6.0,65.0,1004.4,2.8
1996-04-08,1996,4,0.0,37.2,25.4,1.0,68.0,1005.7,3.6
1997-04-08,1997,4,6.0,26.5,17.0,3.0,70.0,1009.6,3.2
1998-04-08,1998,4,0.0,33.2,23.0,5.0,78.0,1008.4,2.4
1999-04-08,1999,4,0.0,34.6,22.0,2.0,67.0,1006.2,2.0
2000-04-08,2000,4,0.0,35.0,26.2,3.0,72.0,1005.9,3.4
2001-04-08,2001,4,0.0,35.4,27.4,5.0,68.0,1005.8,4.8
2002-04-08,2002,4,0.0,33.8,25.0,6.0,73.0,1008.4,6.0
2003-04-08,2003,4,0.0,36.2,26.0,3.0,60.0,1009.1,5.2
2004-04-08,2004,4,0.0,31.4,21.8,4.0,68.0,1008.7,2.7
2005-04-08,2005,4,0.0,33.8,26.0,4.0,67.0,1009.0,6.7
2006-04-08,2006,4,1.0,33.0,20.2,7.0,72.0,1005.9,2.8
2007-04-08,2007,4,0.0,34.7,22.5,4.0,67.0,1006.8,6.7
2008-04-08,2008,4,0.0,32.6,21.2,1.0,48.0,1008.6,4.2
2009-04-08,2009,4,0.0,36.3,25.8,2.0,64.0,1006.6,3.5
2010-04-08,2010,4,0.0,37.0,26.6,3.0,64.0,1008.8,2.3
2011-04-08,2011,4,0.0,34.8,23.8,2.0,53.0,1009.1,2.5
2012-04-08,2012,4,9.0,32.4,20.2,6.0,79.0,1007.2,3.7
2013-04-08,2013,4,0.0,36.5,25.4,2.0,65.0,1005.2,3.4
2014-04-08,2014,4,0.0,34.2,26.8,6.0,71.0,1007.0,2.7
2015-04-08,2015,4,17.0,30.5,20.8,3.0,67.0,1009.7,2.0
2016-04-08,2016,4,0.0,36.0,27.0,3.0,74.0,1006.8,3.0
2017-04-08,2017,4,0.0,34.0,26.0,5.0,76.0,1007.6,2.7
1988-04-09,1988,4,0.0,37.2,26.8,3.0,72.0,1009.7,4.5
1989-04-09,1989,4,0.0,35.3,24.9,3.0,69.0,1005.0,7.8
1990-04-09,1990,4,5.0,33.0,22.1,3.0,79.0,1001.2,6.0
1991-04-09,1991,4,12.0,31.6,21.7,5.0,75.0,1008.0,3.5
1992-04-09,1992,4,0.0,37.4,26.0,1.0,71.0,1005.5,7.9
1993-04-09,1993,4,5.0,31.6,20.2,2.0,68.0,1009.7,2.7
1994-04-09,1994,4,0.0,36.0,24.5,2.0,57.0,1007.7,2.0
1995-04-09,1995,4,45.0,34.5,17.7,5.0,75.0,1007.9,2.5
1996-04-09,1996,4,0.0,38.0,24.5,2.0,65.0,1005.5,2.0
1997-04-09,1997,4,0.0,29.7,17.8,3.0,72.0,1009.8,1.5
1998-04-09,1998,4,17.0,30.5,21.6,6.0,77.0,1007.2,2.0
1999-04-09,1999,4,1.0,31.0,21.2,5.0,70.0,1008.2,3.5
2000-04-09,2000,4,0.0,34.2,26.0,4.0,71.0,1005.2,3.7
2001-04-09,2001,4,0.0,34.2,26.4,4.0,73.0,1006.0,8.0
2002-04-09,2002,4,17.0,31.3,20.4,5.0,75.0,1007.7,3.0
2003-04-09,2003,4,0.0,35.3,26.4,3.0,66.0,1008.3,3.0
2004-04-09,2004,4,0.0,31.8,24.2,6.0,76.0,1007.6,5.3
2005-04-09,2005,4,0.0,34.2,25.8,6.0,73.0,1008.6,4.0
2006-04-09,2006,4,0.0,33.0,25.7,4.0,72.0,1006.4,3.2
2007-04-09,2007,4,0.0,34.7,25.8,4.0,53.0,1006.9,2.2
2008-04-09,2008,4,0.0,33.5,20.7,3.0,53.0,1007.6,2.0
2009-04-09,2009,4,0.0,33.5,26.0,4.0,73.0,1008.0,12.5
2010-04-09,2010,4,0.0,37.3,26.5,4.0,70.0,1004.3,3.0
2011-04-09,2011,4,0.0,33.5,23.5,6.0,65.0,1010.9,2.3
2012-04-09,2012,4,18.0,24.0,20.2,7.0,84.0,1008.8,3.9
2013-04-09,2013,4,0.0,37.0,26.0,3.0,65.0,1005.9,2.8
2014-04-09,2014,4,0.0,34.7,27.2,4.0,68.0,1008.3,3.3
2015-04-09,2015,4,0.0,33.5,24.4,2.0,62.0,1007.9,2.0
2016-04-09,2016,4,0.0,34.8,26.8,4.0,75.0,1006.9,2.0
2017-04-09,2017,4,0.0,33.7,26.4,5.0,76.0,1006.4,0.0
1988-04-10,1988,4,0.0,38.0,27.2,2.0,71.0,1009.1,6.7
1989-04-10,1989,4,0.0,37.2,25.4,3.0,66.0,1003.0,6.0
1990-04-10,1990,4,0.0,34.0,25.0,2.0,64.0,1002.6,5.0
1991-04-10,1991,4,2.0,32.5,21.7,4.0,77.0,1007.1,2.8
1992-04-10,1992,4,0.0,37.0,25.7,1.0,73.0,1005.9,6.8
1993-04-10,1993,4,0.0,33.6,24.2,6.0,73.0,1009.8,4.0
1994-04-10,1994,4,0.0,36.5,22.6,1.0,52.0,1007.0,2.0
1995-04-10,1995,4,31.0,34.5,21.0,3.0,73.0,1011.1,2.2
1996-04-10,1996,4,0.0,35.8,24.9,2.0,72.0,1005.6,1.5
1997-04-10,1997,4,0.0,30.6,20.0,6.0,67.0,1010.6,2.5
1998-04-10,1998,4,1.0,33.3,22.4,1.0,71.0,1007.3,2.0
1999-04-10,1999,4,1.0,33.8,21.3,3.0,70.0,1006.5,1.6
2000-04-10,2000,4,0.0,34.7,25.8,5.0,73.0,1005.7,4.2
2001-04-10,2001,4,0.0,35.2,27.3,5.0,70.0,1008.8,4.0
2002-04-10,2002,4,0.0,33.4,23.0,6.0,73.0,1005.9,4.8
2003-04-10,2003,4,0.0,36.0,25.5,2.0,64.0,1009.3,4.7
2004-04-10,2004,4,5.0,27.9,20.4,6.0,78.0,1007.9,4.8
2005-04-10,2005,4,0.0,34.5,26.4,7.0,76.0,1008.6,4.0
2006-04-10,2006,4,0.0,33.0,25.6,6.0,71.0,1005.9,3.7
2007-04-10,2007,4,0.0,35.0,24.5,5.0,57.0,1007.8,6.5
2008-04-10,2008,4,0.0,35.0,20.8,4.0,51.0,1006.1,2.0
2009-04-10,2009,4,2.0,35.0,21.5,0.0,50.0,1006.8,4.5
2010-04-10,2010,4,0.0,37.9,26.6,3.0,66.0,1002.0,5.0
2011-04-10,2011,4,0.0,35.0,25.2,3.0,63.0,1011.5,2.0
2012-04-10,2012,4,9.0,29.0,19.0,6.0,75.0,1009.1,3.5
2013-04-10,2013,4,0.0,36.4,26.4,4.0,69.0,1005.3,3.0
2014-04-10,2014,4,0.0,35.4,25.0,2.0,60.0,1009.5,2.0
2015-04-10,2015,4,0.0,35.0,24.8,2.0,67.0,1008.8,2.7
2016-04-10,2016,4,0.0,36.0,27.1,2.0,71.0,1006.3,3.0
2017-04-10,2017,4,0.0,35.5,26.3,2.0,63.0,1005.9,2.2
1988-04-11,1988,4,0.0,37.7,26.1,4.0,72.0,1009.1,4.7
1989-04-11,1989,4,0.0,36.5,26.4,5.0,73.0,1003.6,6.6
1990-04-11,1990,4,0.0,33.5,24.2,3.0,77.0,1005.4,6.9
1991-04-11,1991,4,3.0,32.5,19.0,1.0,66.0,1007.5,2.0
1992-04-11,1992,4,0.0,39.2,25.7,1.0,73.0,1006.1,5.8
1993-04-11,1993,4,16.0,32.0,19.3,7.0,77.0,1009.2,3.2
1994-04-11,1994,4,0.0,36.0,24.4,3.0,55.0,1006.4,4.0
1995-04-11,1995,4,0.0,34.7,24.6,4.0,71.0,1010.4,2.7
1996-04-11,1996,4,0.0,35.0,25.8,3.0,71.0,1007.2,2.8
1997-04-11,1997,4,0.0,32.0,20.6,3.0,68.0,1010.8,1.5
1998-04-11,1998,4,0.0,34.4,25.6,5.0,78.0,1007.9,2.0
1999-04-11,1999,4,1.0,35.0,26.2,3.0,69.0,1005.8,2.0
2000-04-11,2000,4,0.0,35.0,26.5,4.0,64.0,1006.9,2.7
2001-04-11,2001,4,0.0,34.7,26.8,5.0,73.0,1008.4,3.8
2002-04-11,2002,4,0.0,29.0,20.0,3.0,69.0,1010.8,3.0
2003-04-11,2003,4,0.0,35.0,24.6,4.0,73.0,1008.9,6.1
2004-04-11,2004,4,14.0,33.2,25.4,7.0,80.0,1006.7,3.8
2005-04-11,2005,4,0.0,33.6,24.8,4.0,76.0,1009.2,4.0
2006-04-11,2006,4,0.0,33.2,25.8,7.0,77.0,1004.2,6.0
2007-04-11,2007,4,0.0,27.5,21.8,6.0,80.0,1007.8,4.4
2008-04-11,2008,4,0.0,36.7,25.0,3.0,51.0,1004.8,2.5
2009-04-11,2009,4,0.0,35.4,25.6,0.0,51.0,1007.0,9.0
2010-04-11,2010,4,0.0,36.7,28.2,5.0,68.0,1003.8,3.6
2011-04-11,2011,4,0.0,34.8,25.6,2.0,58.0,1009.8,2.0
2012-04-11,2012,4,0.0,31.2,19.4,3.0,67.0,1008.0,2.0
2013-04-11,2013,4,0.0,35.2,26.8,5.0,69.0,1005.8,3.0
2014-04-11,2014,4,0.0,36.6,24.0,1.0,52.0,1008.9,2.0
2015-04-11,2015,4,0.0,34.5,26.3,4.0,68.0,1010.2,2.0
2016-04-11,2016,4,0.0,36.6,26.8,2.0,76.0,1003.7,2.5
2017-04-11,2017,4,0.0,35.7,26.5,2.0,62.0,1006.1,2.0
1988-04-12,1988,4,3.0,37.0,26.3,6.0,73.0,1008.8,5.1
1989-04-12,1989,4,6.0,36.6,24.8,1.0,68.0,1006.3,5.0
1990-04-12,1990,4,0.0,33.5,26.1,5.0,79.0,1004.8,7.0
1991-04-12,1991,4,0.0,34.6,23.0,1.0,63.0,1007.8,2.0
1992-04-12,1992,4,0.0,36.5,26.0,1.0,73.0,1006.8,7.9
1993-04-12,1993,4,19.0,28.6,19.6,6.0,71.0,1010.0,4.2
1994-04-12,1994,4,0.0,35.6,24.2,5.0,58.0,1008.8,0.0
1995-04-12,1995,4,1.0,37.0,22.0,3.0,69.0,1007.1,4.2
1996-04-12,1996,4,0.0,35.5,25.5,3.0,68.0,1009.1,2.0
1997-04-12,1997,4,0.0,29.8,20.0,4.0,77.0,1008.6,1.0
1998-04-12,1998,4,0.0,35.1,27.0,3.0,78.0,1004.7,2.0
1999-04-12,1999,4,0.0,35.9,26.2,3.0,66.0,1004.8,2.5
2000-04-12,2000,4,1.0,31.9,21.0,1.0,67.0,1007.9,2.7
2001-04-12,2001,4,0.0,34.4,26.4,6.0,73.0,1008.1,3.7
2002-04-12,2002,4,0.0,30.3,19.5,3.0,57.0,1012.5,3.0
2003-04-12,2003,4,0.0,34.8,25.7,6.0,72.0,1006.4,8.3
2004-04-12,2004,4,0.0,32.5,26.7,6.0,76.0,1005.1,7.3
2005-04-12,2005,4,0.0,34.0,24.6,2.0,60.0,1010.4,3.0
2006-04-12,2006,4,0.0,33.8,26.8,4.0,75.0,1003.6,4.3
2007-04-12,2007,4,2.0,25.4,20.2,7.0,79.0,1008.2,4.0
2008-04-12,2008,4,0.0,36.0,25.2,0.0,66.0,1005.1,2.9
2009-04-12,2009,4,0.0,35.0,26.3,2.0,65.0,1006.5,2.8
2010-04-12,2010,4,0.0,35.7,27.8,4.0,70.0,1005.1,4.6
2011-04-12,2011,4,0.0,35.8,22.4,1.0,53.0,1008.9,3.0
2012-04-12,2012,4,0.0,28.6,20.0,5.0,78.0,1005.9,2.3
2013-04-12,2013,4,0.0,36.8,27.2,3.0,68.0,1007.0,2.2
2014-04-12,2014,4,0.0,35.8,25.5,0.0,50.0,1008.7,2.0
2015-04-12,2015,4,0.0,33.8,26.2,5.0,62.0,1012.1,2.0
2016-04-12,2016,4,0.0,37.0,27.3,2.0,70.0,1002.6,2.5
2017-04-12,2017,4,0.0,35.1,25.7,3.0,67.0,1007.2,2.0
1988-04-13,1988,4,0.0,39.0,26.7,3.0,72.0,1005.9,7.4
1989-04-13,1989,4,0.0,37.2,25.9,2.0,66.0,1007.4,5.8
1990-04-13,1990,4,0.0,34.0,26.0,6.0,79.0,1004.0,5.2
1991-04-13,1991,4,0.0,34.5,23.8,5.0,64.0,1009.1,7.0
1992-04-13,1992,4,0.0,37.0,26.8,2.0,73.0,1006.8,7.7
1993-04-13,1993,4,7.0,29.0,19.2,4.0,75.0,1013.4,6.5
1994-04-13,1994,4,0.0,37.1,20.5,0.0,55.0,1010.5,3.0
1995-04-13,1995,4,4.0,36.5,22.8,2.0,65.0,1006.0,3.0
1996-04-13,1996,4,0.0,37.0,24.7,6.0,56.0,1009.7,1.3
1997-04-13,1997,4,8.0,29.8,20.0,3.0,72.0,1008.1,2.3
1998-04-13,1998,4,0.0,35.5,27.0,2.0,71.0,1004.9,2.2
1999-04-13,1999,4,0.0,36.3,26.2,3.0,65.0,1003.0,1.0
2000-04-13,2000,4,0.0,34.3,24.2,3.0,66.0,1005.3,2.2
2001-04-13,2001,4,0.0,33.2,26.8,6.0,76.0,1010.0,5.0
2002-04-13,2002,4,0.0,32.6,20.2,1.0,54.0,1010.7,2.0
2003-04-13,2003,4,0.0,35.0,27.0,6.0,71.0,1006.3,9.0
2004-04-13,2004,4,0.0,34.1,22.6,5.0,76.0,1002.2,10.8
2005-04-13,2005,4,0.0,35.0,22.5,1.0,51.0,1011.0,3.0
2006-04-13,2006,4,0.0,34.0,26.8,7.0,74.0,1005.2,3.3
2007-04-13,2007,4,1.0,31.4,18.1,5.0,62.0,1010.2,2.2
2008-04-13,2008,4,0.0,34.7,25.3,5.0,69.0,1005.0,3.0
2009-04-13,2009,4,0.0,36.3,25.8,1.0,53.0,1004.4,5.0
2010-04-13,2010,4,0.0,35.6,27.8,4.0,67.0,1005.1,5.1
2011-04-13,2011,4,0.0,35.5,25.5,1.0,54.0,1008.3,2.0
2012-04-13,2012,4,40.0,31.7,23.2,4.0,73.0,1007.2,2.0
2013-04-13,2013,4,0.0,36.3,26.5,2.0,64.0,1007.7,3.7
2014-04-13,2014,4,0.0,35.7,23.3,1.0,42.0,1010.2,2.0
2015-04-13,2015,4,0.0,33.5,24.4,3.0,66.0,1012.1,2.0
2016-04-13,2016,4,0.0,36.8,27.5,2.0,66.0,1002.2,2.8
2017-04-13,2017,4,0.0,36.2,24.8,1.0,52.0,1008.0,0.0
