Year,Month,Day,Rain,Max_T.,Min_T.,Cloud,Releted Hum.,Sea Level P.,Wind
2008,3,15,0.0,33.4,23.6,3,53.0,1008.6,3.0
2009,3,15,0.0,33.8,18.2,6,45.0,1009.5,3.3
2010,3,15,0.0,35,24.4,4,66.0,1010.0,2.3
2011,3,15,0.0,32.8,21.0,1,49.0,1008.7,1.7
2012,3,15,0.0,29.6,20.5,0,51.0,1011.6,4.0
2013,3,15,0.0,34.7,24.8,4,58.0,1011.9,2.5
2014,3,15,0.0,32.1,19.0,0,40.0,1014.3,3.0
2015,3,15,0.0,34,21.0,1,42.0,1014.6,2.6
2016,3,15,0.0,32.6,20.7,2,50.0,1010.8,0.0
2017,3,15,0.0,29.8,16.3,1,45.0,1012.0,2.0
1988,3,16,0.0,31.8,17.2,0,63.0,1007.9,2.0
1989,3,16,0.0,34.6,19.4,1,54.0,1009.4,2.0
1990,3,16,0.0,29.9,18.0,0,62.0,1015.6,0.0
1991,3,16,0.0,33.6,22.7,1,61.0,1011.2,2.0
1992,3,16,0.0,31.0,21.5,0,41.0,1009.8,3.0
1993,3,16,0.0,33.6,23.4,0,55.0,1007.0,3.0
1994,3,16,0.0,34.6,24.0,1,69.0,1008.6,3.5
1995,3,16,0.0,34.3,16.4,1,46.0,1011.7,3.5
1996,3,16,0.0,36.0,24.5,2,69.0,1004.7,4.2
1997,3,16,0.0,35.6,24.5,3,67.0,1008.3,3.0
1998,3,16,0.0,31.2,15.8,3,52.0,1015.0,2.0
1999,3,16,0.0,35.0,17.1,1,52.0,1005.3,1.8
2000,3,16,0.0,29.8,20.4,1,47.0,1008.5,1.5
2001,3,16,0.0,34.1,23.5,0,56.0,1009.6,2.0
2002,3,16,0.0,32.5,21.6,2,48.0,1010.7,2.0
2003,3,16,1.0,31.2,20.5,6,77.0,1011.3,6.3
2004,3,16,0.0,35.7,23.5,0,55.0,1007.7,2.7
2005,3,16,0.0,32.6,22.2,2,61.0,1012.5,6.0
2006,3,16,0.0,30.7,22.0,4,60.0,1009.1,4.2
2007,3,16,0.0,28.1,18.8,0,43.0,1011.2,4.0
2008,3,16,1.0,33.3,23.8,4,55.0,1008.4,2.0
2009,3,16,0.0,32.7,21.2,6,52.0,1010.2,3.0
2010,3,16,22.0,33.0,20.0,2,55.0,1012.6,2.0
2011,3,16,0.0,32.7,21.2,1,54.0,1007.6,3.0
2012,3,16,0.0,32.4,18.3,0,42.0,1010.3,2.5
2013,3,16,0.0,34.4,24.2,1,53.0,1012.8,2.0
2014,3,16,0.0,32.6,20.5,0,42.0,1014.3,2.3
2015,3,16,0.0,31.3,22.7,2,46.0,1014.9,3.0
2016,3,16,0.0,32.4,23.0,2,55.0,1010.4,3.0
2017,3,16,0.0,30.0,16.0,0,46.0,1010.3,2.0
1988,3,17,0.0,33.4,20.3,2,73.0,1005.2,5.0
1989,3,17,0.0,34.2,20.6,1,56.0,1009.1,2.0
1990,3,17,0.0,34.0,18.7,0,56.0,1015.4,2.0
1991,3,17,0.0,35.2,22.6,1,60.0,1011.8,2.0
1992,3,17,0.0,32.0,18.0,0,55.0,1009.9,5.0
1993,3,17,0.0,32.3,19.0,0,39.0,1006.9,4.3
1994,3,17,0.0,34.5,24.5,3,72.0,1007.2,5.0
1995,3,17,0.0,34.5,19.5,3,57.0,1012.4,2.0
1996,3,17,0.0,37.6,24.6,2,65.0,1006.2,2.7
1997,3,17,0.0,34.8,24.0,1,57.0,1008.2,3.3
1998,3,17,0.0,32.0,17.0,4,47.0,1014.2,2.0
1999,3,17,0.0,34.2,19.4,3,70.0,1003.7,2.5
2000,3,17,0.0,31.1,17.8,0,49.0,1008.2,2.2
2001,3,17,0.0,35.2,22.5,0,57.0,1008.9,2.0
2002,3,17,0.0,34.1,22.2,1,44.0,1012.0,2.0
2003,3,17,37.0,25.5,17.5,6,81.0,1013.9,5.5
2004,3,17,0.0,33.4,24.2,3,70.0,1008.1,3.2
2005,3,17,0.0,33.0,22.7,3,63.0,1011.6,3.0
2006,3,17,0.0,32.3,21.8,2,52.0,1009.2,4.5
2007,3,17,0.0,29.6,16.3,0,45.0,1011.1,4.0
2008,3,17,0.0,33.7,21.0,1,57.0,1006.6,3.0
2009,3,17,0.0,34.7,20.5,2,53.0,1009.2,3.0
2010,3,17,0.0,34.1,22.6,3,56.0,1013.8,2.0
2011,3,17,0.0,32.1,21.5,0,59.0,1009.1,2.7
2012,3,17,0.0,33.2,19.2,3,55.0,1008.8,4.0
2013,3,17,0.0,33.6,22.4,4,55.0,1011.2,3.0
2014,3,17,0.0,33.6,18.2,0,44.0,1012.8,2.0
2015,3,17,0.0,32.2,21.0,1,55.0,1010.9,2.0
2016,3,17,2.0,33.5,21.5,1,41.0,1011.8,2.0
2017,3,17,0.0,31.6,17.0,0,54.0,1008.6,2.0
1988,3,18,0.0,32.6,25.2,6,78.0,1004.7,3.5
1989,3,18,0.0,34.0,20.4,2,62.0,1007.7,2
1990,3,18,0.0,34.6,21.3,2,51.0,1013.8,3.5
1991,3,18,0.0,36.0,24.4,1,62.0,1010.1,2
1992,3,18,0.0,31.5,22.5,3,73.0,1007.3,5
1993,3,18,0.0,32.0,17.4,0,37.0,1008.5,3.3
1994,3,18,0.0,35.0,23.0,3,69.0,1006.7,4.8
1995,3,18,0.0,36.0,19.3,2,54.0,1013.0,1
1996,3,18,0.0,37.0,25.0,5,62.0,1006.1,3
1997,3,18,0.0,34.6,21.8,2,52.0,1008.8,2
1998,3,18,0.0,32.2,20.0,4,57.0,1013.3,1.5
1999,3,18,0.0,35.2,25.1,4,71.0,1004.0,2.8
2000,3,18,0.0,30.3,20.5,1,75.0,1008.8,1.8
2001,3,18,7.0,33.6,22.0,1,57.0,1010.2,1
2002,3,18,0.0,34.0,19.5,0,45.0,1013.1,3
2003,3,18,1.0,28.5,19.2,4,75.0,1013.9,3
2004,3,18,0.0,32.3,24.8,4,72.0,1008.7,2.5
2005,3,18,0.0,31.2,23.7,3,74.0,1011.4,3.5
2006,3,18,0.0,31.6,21.5,0,41.0,1011.2,5
2007,3,18,0.0,30.1,15.8,0,49.0,1009.0,6
2008,3,18,0.0,34.6,23.3,2,69.0,1006.1,2
2009,3,18,0.0,33.9,22.3,2,51.0,1008.9,2
2010,3,18,0.0,35.5,24.8,1,54.0,1013.0,2.5
2011,3,18,0.0,31.5,22.6,3,60.0,1006.1,4.5
2012,3,18,36.0,31.0,18.7,4,67.0,1009.8,2
2013,3,18,0.0,32.3,20.2,1,44.0,1008.4,2.5
2014,3,18,0.0,33.8,20.5,1,60.0,1011.8,2
2015,3,18,0.0,32.5,24.4,3,56.0,1010.3,2
2016,3,18,0.0,33.8,19.5,2,48.0,1009.6,2
2017,3,18,0.0,29.6,21.8,5,74.0,1009.6,2.5
1988,3,19,16.0,29.5,20.6,4,81.0,1007.5,4.6
1989,3,19,0.0,35.5,21.6,3,62.0,1006.4,3.5
1990,3,19,0.0,33.5,21.0,2,62.0,1011.6,4.0
1991,3,19,0.0,36.5,23.2,0,62.0,1007.5,3.5
1992,3,19,0.0,31.3,23.7,4,78.0,1008.7,6.6
1993,3,19,0.0,33.2,19.0,1,47.0,1008.7,3.2
1994,3,19,0.0,34.3,24.8,4,71.0,1006.4,5.7
1995,3,19,0.0,36.7,20.5,3,48.0,1013.3,2.0
1996,3,19,0.0,37.5,21.0,3,55.0,1005.5,1.8
1997,3,19,0.0,35.5,22.9,3,55.0,1006.3,4.2
1998,3,19,0.0,33.0,18.5,2,59.0,1011.2,2.0
1999,3,19,0.0,36.1,26.2,2,51.0,1005.2,2.0
2000,3,19,0.0,30.8,21.2,4,73.0,1009.0,1.3
2001,3,19,0.0,34.9,20.5,0,44.0,1010.5,3.0
2002,3,19,0.0,34.2,20.0,1,47.0,1012.7,2.0
2003,3,19,0.0,29.7,20.2,6,71.0,1012.3,3.2
2004,3,19,0.0,33.2,25.3,5,72.0,1006.0,5.8
2005,3,19,0.0,32.0,21.5,2,72.0,1009.3,5.5
2006,3,19,0.0,31.7,17.4,0,37.0,1010.3,2.0
2007,3,19,0.0,32.0,17.5,0,49.0,1009.8,3.0
2008,3,19,0.0,33.8,24.2,4,66.0,1006.3,3.0
2009,3,19,0.0,35.5,21.5,3,49.0,1008.3,3.5
2010,3,19,0.0,34.3,21.7,0,55.0,1010.1,2.0
2011,3,19,0.0,32.6,23.0,6,68.0,1004.2,6.4
2012,3,19,0.0,30.8,21.5,5,69.0,1008.9,2.0
2013,3,19,0.0,33.8,22.2,1,50.0,1008.7,2.0
2014,3,19,0.0,34.0,24.2,3,64.0,1009.7,2.5
2015,3,19,0.0,32.0,20.1,0,45.0,1012.1,4.0
2016,3,19,19.0,31.0,20.3,4,71.0,1009.0,2.0
2017,3,19,8.0,31.2,18.0,6,63.0,1011.3,5.0
1988,3,20,2.0,32.4,20.6,1,75.0,1006.8,2.0
1989,3,20,0.0,35.2,22.0,2,62.0,1005.2,5.0
1990,3,20,0.0,33.5,23.2,2,75.0,1009.4,6.7
1991,3,20,0.0,36.8,24.1,1,57.0,1005.5,4.2
1992,3,20,0.0,32,23.4,3,74.0,1011.2,5.1
1993,3,20,0.0,31.5,21.7,2,61.0,1008.8,3.5
1994,3,20,0.0,34.5,25.1,4,71.0,1004.5,4.6
1995,3,20,0.0,37.1,20.0,1,47.0,1010.9,3.0
1996,3,20,0.0,36.1,24.4,0,53.0,1006.2,2.5
1997,3,20,0.0,34.8,24.5,4,59.0,1005.2,2.0
1998,3,20,0.0,34,19.6,1,56.0,1009.8,2.0
1999,3,20,0.0,35.8,19.2,0,43.0,1005.5,3.0
2000,3,20,0.0,31.4,22.4,2,63.0,1009.8,2.0
2001,3,20,0.0,35.6,21.0,0,43.0,1008.2,2.3
2002,3,20,0.0,35.2,21.0,0,41.0,1011.2,2.0
2003,3,20,7.0,29.8,18.4,0,68.0,1010.8,3.0
2004,3,20,0.0,35,25.1,5,71.0,1004.0,9.2
2005,3,20,2.0,34.4,23.0,3,65.0,1007.8,6.3
2006,3,20,0.0,32.1,16.3,0,43.0,1008.8,6.0
2007,3,20,0.0,34.2,19.4,3,50.0,1010.6,2.0
2008,3,20,6.0,32,21.2,6,70.0,1006.1,14.0
2009,3,20,0.0,33.9,22.2,2,64.0,1008.6,4.0
2010,3,20,0.0,35.5,21.5,0,49.0,1008.9,2.0
2011,3,20,0.0,32.9,24.4,6,69.0,1003.8,6.7
2012,3,20,0.0,32.3,24.8,6,71.0,1007.9,2.0
2013,3,20,0.0,34.5,22.4,1,54.0,1009.0,2.5
2014,3,20,0.0,33.3,22.5,1,52.0,1010.2,2.0
2015,3,20,0.0,31.8,19.0,0,34.0,1013.4,2.0
2016,3,20,0.0,32,23.4,6,76.0,1008.6,2.5
2017,3,20,1.0,23.6,17.6,6,78.0,1012.3,3.0
1988,3,21,0.0,31.8,19.2,0,58.0,1007.9,5.0
1989,3,21,0.0,33.9,21.2,1,64.0,1005.3,3.5
1990,3,21,0.0,33.6,23.8,2,72.0,1007.6,8.7
1991,3,21,0.0,35.5,26.0,2,66.0,1007.3,6.0
1992,3,21,0.0,31.5,23.3,4,75.0,1009.9,5.2
1993,3,21,0.0,30.5,19.6,7,74.0,1010.9,6.8
1994,3,21,0.0,35.2,25.6,2,69.0,1003.2,6.5
1995,3,21,0.0,38.0,21.0,1,49.0,1010.1,1.5
1996,3,21,0.0,36.6,24.5,1,54.0,1008.5,1.5
1997,3,21,0.0,34.5,23.0,3,65.0,1006.3,1.8
1998,3,21,0.0,34.6,21.4,2,55.0,1009.4,3.7
1999,3,21,0.0,35.5,17.5,0,41.0,1006.3,2.0
2000,3,21,0.0,32.4,19.8,0,47.0,1011.4,1.5
2001,3,21,0.0,35.8,23.4,0,55.0,1006.4,2.3
2002,3,21,0.0,35.5,21.6,0,42.0,1008.8,3.3
2003,3,21,0.0,31.2,21.0,2,74.0,1011.9,3.5
2004,3,21,0.0,34.6,25.2,6,72.0,1005.9,6.7
2005,3,21,0.0,35.5,24.0,1,69.0,1006.5,4.6
2006,3,21,0.0,34.6,18.0,1,42.0,1006.6,3.0
2007,3,21,0.0,32.6,24.0,4,70.0,1010.5,2.3
2008,3,21,6.0,30.8,21.2,2,69.0,1006.8,4.2
2009,3,21,0.0,35.1,23.8,1,58.0,1008.1,5.5
2010,3,21,0.0,37.3,21.7,1,45.0,1006.1,2.0
2011,3,21,0.0,34.0,24.8,4,69.0,1005.2,3.8
2012,3,21,0.0,33.8,24.4,2,70.0,1006.4,2.0
2013,3,21,0.0,34.2,24.6,3,57.0,1006.5,3.0
2014,3,21,0.0,32.7,20.1,1,50.0,1008.5,2.0
2015,3,21,0.0,33.0,20.6,0,46.0,1012.0,2.0
2016,3,21,0.0,34.8,24.6,5,66.0,1006.2,4.0
2017,3,21,9.0,29.0,17.7,3,68.0,1012.7,1.0
1988,3,22,0.0,32.7,17.2,0,52.0,1007.2,3.5
1989,3,22,0.0,36.2,24.4,2,67.0,1003.6,9.0
1990,3,22,0.0,33.5,25.4,7,77.0,1007.5,6.8
1991,3,22,0.0,35.5,26.2,4,56.0,1007.2,2.0
1992,3,22,0.0,31.8,24.2,4,79.0,1009.9,5.6
1993,3,22,0.0,29.2,20.5,6,83.0,1011.8,4.0
1994,3,22,0.0,34.6,25.5,3,70.0,1006.6,6.0
1995,3,22,0.0,37.7,21.2,0,46.0,1008.3,4.0
1996,3,22,0.0,35.0,25.3,4,77.0,1009.0,1.7
1997,3,22,0.0,34.0,22.5,3,67.0,1008.0,1.5
1998,3,22,0.0,34.8,23.5,5,68.0,1006.5,3.0
1999,3,22,0.0,36.3,17.8,0,42.0,1007.5,2.0
2000,3,22,0.0,33.1,18.2,0,44.0,1011.4,0.0
2001,3,22,0.0,35.6,24,3,57.0,1005.8,2.3
2002,3,22,0.0,34.7,23,1,59.0,1006.0,5.2
2003,3,22,1.0,31.0,19,1,63.0,1013.1,2.0
2004,3,22,0.0,34.6,25.6,4,71.0,1005.7,7.0
2005,3,22,0.0,33.8,25.4,7,62.0,1004.8,5.5
2006,3,22,0.0,34.5,23.2,3,66.0,1005.2,3.5
2007,3,22,0.0,32.8,23.3,6,74.0,1010.5,5.2
2008,3,22,0.0,32.6,24.8,5,72.0,1007.4,4.0
2009,3,22,0.0,31.7,23.6,2,59.0,1009.4,4.0
2010,3,22,0.0,35.0,25.9,1,63.0,1003.4,4.2
2011,3,22,0.0,32.3,25.5,4,72.0,1008.3,3.0
2012,3,22,0.0,34.6,24.6,1,65.0,1007.0,4.5
2013,3,22,0.0,35.2,22.5,5,51.0,1006.5,2.0
2014,3,22,0.0,34.1,21.3,4,57.0,1007.9,2.0
2015,3,22,0.0,33.6,19.2,0,46.0,1010.3,2.0
2016,3,22,0.0,34.2,25.5,2,55.0,1006.7,2.8
2017,3,22,0.0,31.2,18.3,3,62.0,1010.7,2.0
1988,3,23,0.0,33.9,16.9,0,59.0,1006.9,0.0
1989,3,23,0.0,37.2,24.9,2,60.0,1003.0,6.3
1990,3,23,3.0,33.4,25.5,7,79.0,1007.4,7.7
1991,3,23,0.0,31.6,22.0,4,62.0,1006.9,2.0
1992,3,23,0.0,33.5,24.6,2,75.0,1007.6,7.3
1993,3,23,23.0,26.8,20.2,6,78.0,1011.6,5.7
1994,3,23,0.0,33.8,25.5,4,67.0,1008.6,4.4
1995,3,23,0.0,38.8,20.7,0,53.0,1006.9,2.0
1996,3,23,8.0,34,21.5,1,71.0,1007.1,3.0
1997,3,23,3.0,30.3,21.0,3,73.0,1008.6,2.2
1998,3,23,3.0,26.7,20.4,6,82.0,1008.1,4.0
1999,3,23,0.0,35.7,19.0,1,52.0,1007.7,2.0
2000,3,23,0.0,31.4,20.8,1,56.0,1012.9,4.0
2001,3,23,1.0,32.7,22.7,4,60.0,1007.5,3.0
2002,3,23,0.0,32.5,24.2,7,72.0,1006.2,5.5
2003,3,23,0.0,32.4,19.5,0,54.0,1012.4,3.0
2004,3,23,0.0,34.6,25.4,5,70.0,1005.2,6.6
2005,3,23,4.0,28,22.0,7,82.0,1007.7,4.3
2006,3,23,0.0,34,24.2,0,49.0,1005.7,2.5
2007,3,23,1.0,33.4,22.6,3,74.0,1010.0,3.0
2008,3,23,0.0,30.3,24.2,7,74.0,1008.8,4.0
2009,3,23,0.0,33.6,22.0,0,57.0,1010.4,5.0
2010,3,23,0.0,35.7,25.6,4,68.0,1002.5,5.4
2011,3,23,0.0,33.6,25.0,3,66.0,1008.9,2.7
2012,3,23,0.0,32.5,23.2,0,39.0,1010.0,4.0
2013,3,23,17.0,33.9,21.3,5,72.0,1008.9,2.0
2014,3,23,10.0,31.4,20.0,3,58.0,1011.2,2.0
2015,3,23,0.0,34.8,20.7,0,48.0,1009.4,2.0
2016,3,23,0.0,34,24.6,0,40.0,1009.1,3.0
2017,3,23,0.0,31.9,20.7,3,68.0,1009.3,2.0
1988,3,24,0.0,34.0,18.8,0,64.0,1007.9,3.5
1989,3,24,0.0,36.6,25.4,2,64.0,1005.9,4.0
1990,3,24,79.0,24.5,19.1,6,94.0,1009.4,8.5
1991,3,24,0.0,29.8,22.2,5,69.0,1007.6,3.5
1992,3,24,0.0,36.0,24.8,2,73.0,1005.0,7.4
1993,3,24,1.0,30.1,20.7,5,75.0,1010.3,2.7
1994,3,24,0.0,34.2,24.4,3,68.0,1008.0,3.8
1995,3,24,0.0,38.7,20.8,0,51.0,1005.9,2.0
1996,3,24,0.0,34.5,23.5,3,57.0,1007.0,1.7
1997,3,24,0.0,31.7,21.3,6,71.0,1011.1,1.0
1998,3,24,6.0,25.5,21.0,8,89.0,1009.3,4.0
1999,3,24,0.0,35.2,21.4,2,65.0,1007.4,2.0
2000,3,24,0.0,31.6,20.5,2,52.0,1012.0,2.0
2001,3,24,0.0,33.5,24.2,1,62.0,1006.1,5.0
2002,3,24,5.0,32.7,21.5,6,70.0,1004.3,6.6
2003,3,24,0.0,31.7,20.8,3,60.0,1011.3,3.0
2004,3,24,0.0,34.0,25.8,5,72.0,1005.3,5.5
2005,3,24,46.0,24.5,19.4,7,88.0,1009.9,2.8
2006,3,24,0.0,34.8,21.2,0,47.0,1006.4,3.0
2007,3,24,0.0,34.2,25.3,3,73.0,1009.2,4.0
2008,3,24,0.0,29.6,22.8,5,68.0,1009.2,3.0
2009,3,24,0.0,35.3,22.0,0,50.0,1009.9,4.0
2010,3,24,0.0,35.0,26.2,3,67.0,1004.8,4.9
2011,3,24,0.0,32.1,24.4,5,58.0,1008.7,2.2
2012,3,24,0.0,33.6,19.4,0,41.0,1009.6,2.0
2013,3,24,1.0,33.5,24.8,3,69.0,1008.4,2.0
2014,3,24,0.0,33.0,22.0,5,65.0,1011.7,2.5
2015,3,24,0.0,36.4,23.2,1,48.0,1009.8,2.0
2016,3,24,0.0,34.5,20.8,0,49.0,1012.6,3.0
2017,3,24,0.0,32.4,23.1,2,66.0,1008.6,2.2
1988,3,25,0.0,35.0,20.0,1,66.0,1007.3,7.0
1989,3,25,0.0,36.6,24.6,1,50.0,1008.0,4.0
1990,3,25,42.0,22.9,19.4,5,89.0,1011.1,6.0
1991,3,25,1.0,31.2,19.6,1,58.0,1008.3,3.5
1992,3,25,0.0,35.6,24.6,1,62.0,1006.7,6.2
1993,3,25,0.0,24.2,22.0,6,86.0,1011.8,3.0
1994,3,25,0.0,34.6,24.5,4,72.0,1007.0,5.7
1995,3,25,0.0,38.5,24.5,0,59.0,1006.6,3.0
1996,3,25,0.0,36.0,23.5,3,59.0,1005.3,3.5
1997,3,25,6.0,30.5,19.0,3,68.0,1011.7,1.5
1998,3,25,30.0,28.5,19.0,4,83.0,1009.2,2.0
1999,3,25,0.0,33.3,25.2,5,73.0,1004.4,2.5
2000,3,25,0.0,32.1,21.6,2,35.0,1012.8,1.8
2001,3,25,0.0,34.1,23.4,1,51.0,1005.6,2.0
2002,3,25,9.0,31.0,19.8,5,75.0,1005.3,5.0
2003,3,25,0.0,33.4,21.8,3,62.0,1011.0,2.0
2004,3,25,0.0,33.8,25.6,5,71.0,1006.3,6.0
2005,3,25,11.0,29.5,20.4,6,70.0,1008.7,3.5
2006,3,25,0.0,36.4,22.5,0,55.0,1006.6,3.3
2007,3,25,0.0,34.0,24.4,0,39.0,1007.5,3.0
2008,3,25,0.0,32.7,21.3,0,65.0,1008.6,3.7
2009,3,25,0.0,36.0,24.0,1,53.0,1008.4,2.0
2010,3,25,0.0,34.1,26.0,4,69.0,1006.3,3.0
2011,3,25,1.0,32.1,23.0,5,58.0,1008.6,3.0
2012,3,25,0.0,34.0,22.0,1,56.0,1009.4,2.5
2013,3,25,0.0,35.4,25.2,0,63.0,1005.1,2.0
2014,3,25,0.0,32.1,20.5,2,66.0,1010.4,2.0
2015,3,25,0.0,34.8,25.0,0,49.0,1012.1,2.5
2016,3,25,0.0,34.6,21.4,0,50.0,1012.5,5.0
2017,3,25,0.0,27.5,24.5,5,75.0,1010.4,1.5
1988,3,26,0.0,36.2,23.3,1,70.0,1006.0,4.8
1989,3,26,0.0,37.2,24.2,1,51.0,1008.4,5.0
1990,3,26,12.0,28.0,18.2,3,75.0,1010.7,5.0
1991,3,26,0.0,33.0,20.0,2,55.0,1008.3,2.0
1992,3,26,0.0,34.8,23.4,0,49.0,1008.2,4.2
1993,3,26,11.0,26.9,19.1,6,83.0,1010.2,5.0
1994,3,26,0.0,33.2,23.6,5,73.0,1008.6,5.2
1995,3,26,0.0,37.6,24.9,4,57.0,1007.3,2.5
1996,3,26,0.0,30.0,25.0,6,82.0,1002.2,2.8
1997,3,26,0.0,31.6,20.0,5,67.0,1011.8,2.0
1998,3,26,0.0,31.6,20.0,1,63.0,1012.3,2.0
1999,3,26,0.0,34.7,23.6,2,67.0,1006.9,2.8
2000,3,26,0.0,30.9,21.5,6,47.0,1012.7,3.0
2001,3,26,0.0,34.1,24.0,2,59.0,1004.6,3.2
2002,3,26,15.0,31.6,20.4,5,75.0,1007.6,4.6
2003,3,26,0.0,32.7,23.3,3,64.0,1011.9,8.0
2004,3,26,0.0,34.6,26.3,5,69.0,1008.0,5.3
2005,3,26,0.0,31.8,21.8,4,67.0,1008.7,4.3
2006,3,26,0.0,38.5,24.5,0,62.0,1005.2,4.5
2007,3,26,0.0,35.0,20.8,0,40.0,1008.7,3.0
2008,3,26,0.0,31.8,23.2,4,73.0,1007.7,3.5
2009,3,26,0.0,31.9,23.5,4,53.0,1007.6,8.0
2010,3,26,0.0,33.5,26.8,6,70.0,1006.6,2.6
2011,3,26,0.0,33.1,25.0,5,59.0,1008.9,1.8
2012,3,26,0.0,35.0,24.5,2,61.0,1009.7,2.0
2013,3,26,0.0,36.0,25.3,0,56.0,1005.5,2.0
2014,3,26,0.0,33.7,23.5,2,67.0,1009.9,2.0
2015,3,26,0.0,33.4,22.0,0,55.0,1014.4,2.0
2016,3,26,0.0,34.7,23.6,2,52.0,1011.0,3.0
2017,3,26,13.0,31.6,18.8,6,72.0,1010.2,0.0
1988,3,27,0.0,35.8,23.6,3,67.0,1004.5,5.7
1989,3,27,0.0,37.2,22.2,2,48.0,1009.0,3.5
1990,3,27,0.0,28.0,20.8,7,70.0,1011.5,2.0
1991,3,27,0.0,33.5,23.0,4,72.0,1009.7,2.0
1992,3,27,0.0,35.5,23.4,0,54.0,1006.1,4.4
1993,3,27,52.0,29.7,20.0,3,80.0,1010.0,3.0
1994,3,27,0.0,31.3,21.0,6,79.0,1009.4,6.5
1995,3,27,0.0,34.5,23.2,6,64.0,1006.8,2.0
1996,3,27,46.0,31.6,20.2,3,82.0,1002.4,2.0
1997,3,27,0.0,32.2,21.1,3,68.0,1011.6,1.0
1998,3,27,0.0,32.2,17.6,0,57.0,1013.5,0.0
1999,3,27,0.0,36.3,26.5,3,60.0,1004.1,2.0
2000,3,27,0.0,32.5,19.4,2,54.0,1011.8,2.0
2001,3,27,0.0,34.0,23.7,4,68.0,1004.6,3.2
2002,3,27,8.0,26.7,20.4,6,81.0,1008.8,3.0
2003,3,27,12.0,31.4,19.2,5,65.0,1012.0,5.5
2004,3,27,0.0,34.3,25.2,3,70.0,1009.4,5.7
2005,3,27,0.0,32.5,23.5,5,72.0,1008.1,5.8
2006,3,27,0.0,35.1,25.5,3,66.0,1006.0,3.0
2007,3,27,0.0,35.0,20.2,0,41.0,1010.5,4.0
2008,3,27,0.0,33.2,24.8,5,71.0,1006.0,2.8
2009,3,27,0.0,29.8,20.5,2,63.0,1009.9,4.0
2010,3,27,0.0,33.7,25.6,5,70.0,1007.1,4.2
2011,3,27,14.0,30.5,19.5,2,58.0,1010.1,2.0
2012,3,27,0.0,34.8,24.6,2,66.0,1009.8,2.3
2013,3,27,0.0,35.4,24.7,3,55.0,1007.1,2.0
2014,3,27,0.0,36.0,25.2,2,65.0,1008.1,2.0
2015,3,27,0.0,34.0,24.0,4,62.0,1013.5,2.0
2016,3,27,0.0,33.2,24.8,4,67.0,1011.3,2.0
2017,3,27,0.0,32.8,24.0,6,77.0,1010.3,2.0
1988,3,28,0.0,35.0,25.6,1,66.0,1004.5,5.3
1989,3,28,0.0,34.7,22.0,2,50.0,1010.3,4.0
1990,3,28,2.0,24.0,20.1,5,83.0,1011.8,3.5
1991,3,28,4.0,34.2,23.6,4,69.0,1010.3,2.0
1992,3,28,0.0,35.4,23.4,2,50.0,1005.3,4.0
1993,3,28,0.0,29.6,19.0,0,57.0,1012.8,5.0
1994,3,28,37.0,31.5,18.8,5,80.0,1011.8,3.0
1995,3,28,0.0,32.9,20.7,2,55.0,1005.9,2.5
1996,3,28,0.0,34.0,21.9,5,81.0,1003.9,2.0
1997,3,28,0.0,34.1,21.6,4,67.0,1009.6,1.5
1998,3,28,0.0,33.5,18.3,1,61.0,1012.2,1.5
1999,3,28,0.0,36.3,23.0,0,57.0,1006.4,1.5
2000,3,28,0.0,33.3,20.6,1,52.0,1011.5,1.5
2001,3,28,0.0,33.8,25.1,5,77.0,1006.9,4.7
2002,3,28,12.0,30.5,19.2,3,73.0,1009.2,2.5
2003,3,28,0.0,32.1,22.3,2,58.0,1010.0,3.5
2004,3,28,0.0,35.0,25.5,3,65.0,1008.4,3.3
2005,3,28,0.0,33.0,23.8,5,72.0,1007.4,3.9
2006,3,28,0.0,34.7,25.5,4,39.0,1008.8,6.0
2007,3,28,0.0,34.9,20.0,0,43.0,1010.5,3.0
2008,3,28,12.0,32.5,22.8,4,70.0,1005.9,4.6
2009,3,28,0.0,33.4,20.6,2,64.0,1009.5,7.0
2010,3,28,0.0,33.8,26.3,6,67.0,1006.8,5.0
2011,3,28,1.0,32.3,22.0,2,62.0,1009.1,4.0
2012,3,28,0.0,35.4,24.4,1,63.0,1010.1,3.0
2013,3,28,0.0,35.2,24.2,3,57.0,1007.7,2.5
2014,3,28,0.0,36.3,25.8,1,56.0,1007.6,3.0
2015,3,28,0.0,33.1,25.8,5,62.0,1011.6,2.0
2016,3,28,0.0,29.2,25.5,4,80.0,1011.3,2.0
2017,3,28,0.0,30.6,24.8,6,79.0,1009.4,1.8
1988,3,29,0.0,35.5,17.8,0.0,49.0,1005.7,3.0
1989,3,29,0.0,29.2,21.7,7.0,61.0,1010.9,4.0
1990,3,29,3.0,26.5,19.4,5.0,84.0,1011.3,2.0
1991,3,29,12.0,34.0,22.6,2.0,74.0,1008.7,3.5
1992,3,29,0.0,36.2,24.0,0.0,50.0,1003.8,5.7
1993,3,29,0.0,30.1,16.6,0.0,56.0,1012.7,3.7
1994,3,29,10.0,29.1,22.4,6.0,85.0,1012.2,5.2
1995,3,29,0.0,37.0,23.8,3.0,61.0,1005.2,3.0
1996,3,29,0.0,33.6,25.0,5.0,76.0,1002.9,3.5
1997,3,29,0.0,32.5,22.5,5.0,75.0,1008.5,2.0
1998,3,29,0.0,33.5,19.3,4.0,58.0,1012.9,5.0
